"PARAMETER_KEY","Result","NAME","ABBREVIATION","Name.full","SAMPLE_DATE","SAMPLE_TIME","STATION_KEY","LOCATION_DESCRIPTION","SAMPLE_MATRIX","METHOD_DETECTION_LIMIT","METHOD_REPORTING_LIMIT","QA_QC_TYPE","STATUS","UNIT","SUBPROJECT_NAME","Result_clean"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:10,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:05,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:04,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:50:58,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:50:52,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:53:14,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:50:59,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:17,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:35,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:36,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:54,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:12,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:13,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:30,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:31,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:49,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:53:07,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:53:08,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:53:26,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:53:20,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:53:32,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:53:33,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:16,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:15,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:09,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:57,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:51,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:50,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:53:05,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:53:04,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:53,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:52,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:46,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:34,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:28,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:27,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:39,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:38,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:32,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:20,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:14,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:13,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:07,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:02,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:01,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:50:56,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:50:55,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:53:11,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:08,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:26,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:44,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:45,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:03,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:21,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:22,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:40,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:58,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:59,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:53:17,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:53:35,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample - Field Duplicate","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:53:36,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample - Field Primary","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:53:23,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:53:29,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:53:30,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:50:57,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:03,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:15,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:16,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:21,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:22,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:28,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:33,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:34,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:40,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:52,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:58,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:51:59,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:05,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:10,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:11,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:17,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:23,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:29,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:35,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:36,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
5229,34,"Salinity","Field","FieldSalinity",2003-06-14,1899-12-30 00:52:42,30219,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","Bay/Estuary/Ocean",0.0001,1,"Sample","B","ppth","Coastal EMAP","34"
