"StationUse_RecordID","STATION","DESCRIPTION","DEC_LAT","DEC_LONG","RIVER_MILE","LLID","STREAM_NAME","RIVER_MILE_LAKE","LAKE_LLID","LAKE_NAME","GIS_Source_LAKE","USE","DontUse_2010","RMLLID_Verified","GIS_Source","LOCATION_VERIFIED_2010","HUC_3rd_Field","Bio_Macro_Data","CASCADE_LAKES","MARINE_WATERS","STRATIFIED_Natural_Lake","ESTUARY","LAKE","MARINE_COASTAL_REC","Enterro_Data","DHS_Station_Type","DHS_Station_Type_Num","EPA_BEACH_ID","BEACH_NAME","ELEVATION_FT","WRD_Basin","Comments","USE_2004","Reviewed_Permit_Writers","RIVER_MILE_2004","LLID_2004","USE_Bacteria","Salinity_Max","Conductivity_Max","PondResSmall"
6113,33079,"Daniels Creek at mouth",43.3632,-124.0819,0.02,1240832433630,"Daniels Creek",NA,NA,NA,NA,1,0,1,"100K",0,"Southern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,13,"South Coast","Estuary determined by salinty or conductivity and verified by GIS.",0,0,0,NA,1,NA,700,0
6114,23587,"Rock Creek at Keasey Road (River Mile 11) (Nehalem tributary, River Mile 90.7)",45.876023,-123.305285,10.7,1231904458549,"Rock Creek",NA,NA,NA,NA,1,0,0,NA,0,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,742,"North Coast",NA,1,0,10.7,1231904458549,1,NA,NA,0
6115,22551,"DEQ531, Eggleston, 16435 Sprague Loop",43.748092,-121.49596,NA,NA,"Little Deschutes River",NA,NA,NA,NA,0,1,0,NA,0,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Deschutes","Groundwater.",0,0,NA,NA,0,NA,118,0
6116,25994,"Hollow Stump Creek upstream of tidegate",43.466739,-124.200349,2.9,1242266434305,"Haynes Inlet",NA,NA,NA,NA,1,0,0,NA,0,"Southern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,3,"South Coast","Estuary Source 4.",1,0,2.9,1242266434305,1,31.1,47500,0
6117,35486,"Salmon River at Hatchery Below Weir Approx. USGS RM 5.05",45.0165,-123.9383,4.8,1240043450472,"Salmon River",NA,NA,NA,NA,1,0,0,NA,0,"Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,20,"Mid Coast","Estuary Source 11.",0,0,0,NA,1,NA,90,0
6118,13577,"Stock Slough at mouth",43.3365,-124.155222,0.1,1241571433361,"Stock Slough",NA,NA,NA,NA,1,0,0,NA,0,"Southern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,3,"South Coast","Estuary Source 4.",1,0,0.1,1241571433361,1,21,640,0
6119,29372,"Roads End Beach 400 meters S of State Park",45.00424,-124.01126,104.58,1240637462558,"Pacific Ocean",NA,NA,NA,NA,1,0,1,NA,1,NA,0,0,1,0,0,0,1,1,"Marine",1,"OR556489","Roads End Beach",0,"Mid Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,0,NA,1,33.8,NA,0
6120,23538,"Clatskanie River upstream of Carcus Creek",46.041327,-123.081763,11.5,1232215461207,"Clatskanie River",NA,NA,NA,NA,1,0,0,NA,0,"Lower Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,345,"North Coast",NA,1,0,11.5,1232215461207,1,NA,191.2,0
6121,32028,"Port of Astoria, 1st pond inlet",46.1863,-123.86504,0.88,1239022461911,"Youngs Bay",NA,NA,NA,NA,1,0,1,"100K",0,"Lower Columbia",0,0,0,0,1,0,0,0,NA,NA,NA,NA,3,"North Coast","Estuary determined by salinty or conductivity and verified by GIS.",0,0,0,NA,1,16,NA,0
6122,29870,"Rickreall Creek",44.90116,-123.502757,26.57,1231136449288,"Rickreall Creek",NA,NA,NA,NA,1,0,0,NA,1,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,850,"Willamette",NA,0,0,NA,NA,1,NA,72,0
6123,34115,"Panther Creek at North Bank Road (Salmon River)",45.0087,-123.9151,0.1,1239172450089,"Panther Creek",NA,NA,NA,NA,1,0,1,"100K",0,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,59,"Mid Coast",NA,0,0,0,NA,1,NA,125,0
6124,11321,"Johnson Creek at SE 17th Avenue (Portland)",45.447167,-122.64225,0.4,1226465454422,"Johnson Creek",NA,NA,NA,NA,1,0,0,NA,0,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,39,"Willamette","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,0.4,1226465454422,1,NA,370,0
6125,31977,"Evans Creek approximately 1000 feet above mouth",42.4433,-123.1755,0.68,1231755424330,"Evans Creek",NA,NA,NA,NA,1,0,1,"100K",0,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1014,"Rogue","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,0,0,NA,1,NA,226,0
6126,26647,"Little Butte Cr. nr. former Eagle Point sewer ponds",42.459242,-122.827122,3.15,1228754424514,"Little Butte Creek",NA,NA,NA,NA,1,0,1,"100K",0,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1260,"Rogue",NA,0,0,0,NA,1,NA,NA,0
6127,32077,"Columbia River at Point Adams - LCREP site",46.2,-123.933,6.01,1240483462464,"Columbia River",NA,NA,NA,NA,1,0,1,"100K",0,"Lower Columbia",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 3.",0,0,0,NA,1,NA,5024,0
6128,18775,"Cascade Creek at mouth",44.319833,-123.845472,0.1,1238467443197,"Cascade Creek",NA,NA,NA,NA,1,0,0,NA,0,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,276,"Mid Coast",NA,1,0,0.1,1238467443197,1,NA,67,0
6129,10537,"Winchuck River 1.3 miles upstream of Hwy 101",42.007139,-124.186139,1.7,1242066420048,"Winchuck River",NA,NA,NA,NA,1,0,0,NA,0,"Southern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,187,"South Coast","Estuary determined by salinty or conductivity and verified by GIS.",1,0,1.7,1242066420048,1,NA,250,0
6130,29252,"Fogarty CR Beach 0.2 km S of path to left of rock",44.8386,-124.05377,116.61,1240637462558,"Pacific Ocean",NA,NA,NA,NA,1,0,1,"100K",0,"Northern Oregon Coastal",0,0,1,0,0,0,1,1,"Marine",1,"OR673620","Fogarty Creek Beach",7,"Mid Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,0,NA,1,34.1,NA,0
6131,10637,"Molalla River at Knights Bridge Road (Canby)",45.267667,-122.709222,2.8,1227171452976,"Molalla River",NA,NA,NA,NA,1,0,0,NA,0,"Willamette",0,0,0,0,0,0,0,1,NA,NA,NA,NA,154,"Willamette",NA,1,0,2.8,1227171452976,1,NA,120,0
6132,25342,"Heddin Creek",43.607016,-123.63649,1.2,1236155436098,"Heddin Creek",NA,NA,NA,NA,1,0,0,NA,0,"Southern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,236,"Umpqua",NA,1,0,1.2,1236155436098,1,NA,95,0
6133,12054,"McCoy Creek Lower #2 (Transect 1)",45.2627,-118.4043,0.2,1184009452623,"McCoy Creek",NA,NA,NA,NA,1,0,0,NA,0,"Lower Snake",1,0,0,0,0,0,0,0,NA,NA,NA,NA,3353,"Grande Ronde",NA,1,0,0.2,1184009452623,1,NA,117,0
6134,24005,"OR2000-0023, Columbia River 23",45.56863,-122.36312,119.2,1240483462464,"Columbia River",NA,NA,NA,NA,1,0,0,NA,0,"Lower Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,16,"Sandy",NA,1,0,119.2,1240483462464,1,NA,122,0
6135,13677,"Alsea Bay at Shepard's Point",44.440611,-124.037306,2,1240782444222,"Alsea River",NA,NA,NA,NA,1,0,0,NA,0,"Northern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,"OR515788","Alsea River Recreation Area Beach",0,"Mid Coast","Estuary Source 1.",1,0,2,1240782444222,1,32.8,NA,0
6136,34868,"City of Riddle PWS Intake, Cow Cr at RM 1.96",42.9505,-123.3573,1.99,1233379429474,"Cow Creek",NA,NA,NA,NA,1,0,1,"100K",0,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,663,"Umpqua",NA,0,0,0,NA,1,NA,132,0
6532,32541,"Boquist Slough upstream of Pacific Campground outfall",45.48635,-123.8482,0.27,1238493454831,"Unnamed Stream",NA,NA,NA,NA,1,0,1,"24K",0,"Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,20,"North Coast","Estuary Source 15.",0,0,0,NA,1,NA,201,0
6533,15020,"Joe Ney Landfill Ss-3 surface site downstream of landfill",43.316667,-124.291111,0.94,1243114433162,"Day Creek",NA,NA,NA,NA,1,0,1,"100K",0,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"South Coast","Surface water samples at this location. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,0,NA,NA,1,NA,710,0
6534,29392,"Seaside Beach at Broadway turn around",45.9937,-123.93273,20.12,1240637462558,"Pacific Ocean",NA,NA,NA,NA,1,0,1,NA,0,NA,0,0,1,0,0,0,1,1,"Marine",1,"OR329442","Seaside Beach",0,"North Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,28.5,1240013462111,1,46.9,NA,0
6535,33963,"Baker Creek below Juliet Dam (Yamhill)",45.241,-123.3294,10.2,1231850452478,"Baker Creek",NA,NA,NA,NA,1,0,1,"100K",1,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,532,"Willamette",NA,0,0,0,NA,1,NA,132.9,0
6536,14582,"DEQ258, Steve Sphar, 52705 Ranch Place",43.715,-121.534722,NA,NA," ",NA,NA,NA,NA,0,1,0,NA,0,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Deschutes","Groundwater. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,0,NA,NA,0,NA,253,0
6537,30228,"OR03-0014 Pacific Ocean, 11.8 nautical miles west of Waldport",44.45877,-124.344915,0,NA,"",NA,NA,NA,NA,0,1,0,NA,0,NA,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,NA,"Outside Oregon's territorial sea. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,0,NA,0,34,NA,0
6538,31948,"Short Sand foot BR turbid runoff on trail",45.76182,-123.95668,0.46,1239654457594,"Short Sand Creek",NA,NA,NA,NA,1,0,1,"100K",1,"Northern Oregon Coastal",0,0,0,0,0,0,0,1,NA,NA,NA,NA,98,"North Coast",NA,0,0,0,NA,1,NA,149.2,0
6539,21520,"Grande Ronde River at Troy downstream of Wenaha River",45.945694,-117.449222,44.8,1169845460718,"Grande Ronde River",NA,NA,NA,NA,1,0,0,NA,0,"Lower Snake",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1581,"Grande Ronde",NA,1,0,44.8,1169845460718,1,NA,126,0
6540,33520,"Shafer Creek",44.310254,-123.297062,0.12,1232955443114,"Shafer Creek",NA,NA,NA,NA,1,0,0,NA,1,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,279,"Willamette",NA,0,0,0,NA,1,NA,82,0
6541,29240,"South Beach, 0.3 km south of day use restroom",44.5997,-124.07025,140.3,1240637462558,"Pacific Ocean",NA,NA,NA,NA,1,0,1,NA,0,NA,0,0,1,0,0,0,1,1,NA,NA,"OR627686","South Beach",0,"Mid Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,41.3,1240682445993,1,33.3,NA,0
6542,31980,"Aumsville WWTP effluent at outfall at stream",45,-121,0,NA," ",NA,NA,NA,NA,0,1,0,NA,0,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,3356,"Deschutes","Municipal Effluent. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,1,0,NA,0,NA,386,0
6543,14550,"DEQ199, Charles Perrott, 55411 Big River Drive",43.812222,-121.490556,NA,NA,"Deschutes River",NA,NA,NA,NA,0,1,0,NA,0,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Deschutes","Groundwater. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,0,NA,NA,0,NA,813,0
6544,33995,"Cougar Creek TRIB1 TO 200 meters US",44.6514,-123.8267,0.36,1238304446540,"Cougar Creek",NA,NA,NA,NA,0,1,0,NA,1,"Northern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,289,"Mid Coast",NA,0,0,0,NA,1,NA,41,0
6545,12535,"Payne Creek at culvert (Phoenix)",42.279139,-122.810056,2.1,1228096422801,"Payne Creek",NA,NA,NA,NA,1,0,0,NA,0,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1486,"Rogue","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,2.1,1228096422801,1,NA,625,0
6546,12578,"Cloverdale STP final effluent",45.206028,-123.891028,NA,NA,"Nestucca River",NA,NA,NA,NA,0,1,0,NA,0,"Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"North Coast","Municipal Effluent. Estuary determined by salinty or conductivity and verified by GIS.",0,0,NA,NA,0,NA,537,0
6735,30621,"Elk Creek",46.05766,-123.5371,2.4,1235056460801,"Elk Creek",NA,NA,NA,NA,1,0,0,NA,0,"Lower Columbia",1,0,0,0,0,0,0,0,NA,NA,NA,NA,1014,"North Coast",NA,1,0,2.4,1235056460801,1,NA,61,0
6736,26625,"Lost Creek at headwaters, 5.5 meters up Bear Boulevard (Willamette, Middle Fork Willamette)",43.801111,-122.766111,13.1,1228482439494,"Lost Creek",NA,NA,NA,NA,1,0,0,NA,0,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2018,"Willamette",NA,1,0,13.1,1228482439494,1,NA,81,0
6737,29281,"Dyno Nobel-St. Helens effluent on Columbia R",45.9194,-122.815,0,NA," ",NA,NA,NA,NA,0,1,0,NA,0,"Lower Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,"North Coast","Industrial Effluent.",0,0,NA,NA,0,NA,NA,0
6738,33918,"Maxfield Creek near mouth (Luckiamute, Willamette)",44.6969,-123.4341,0.27,1234394446983,"Maxfield Creek",NA,NA,NA,NA,1,0,1,"100K",1,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,312,"Willamette",NA,0,0,0,NA,1,NA,188,0
6739,12278,"Fall Creek at River Mile 0.7",45.494944,-123.588278,0.6,1236004454966,"Fall Creek",NA,NA,NA,NA,1,0,0,NA,0,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,499,"North Coast",NA,1,0,0.6,1236004454966,1,NA,92,0
6740,31557,"Harris Beach, 200 feet north of Harris Creek",42.06853,-124.31607,348.33,1240637462558,"Pacific Ocean",NA,NA,NA,NA,1,0,1,"100K",1,"Southern Oregon Coastal",0,0,1,0,0,0,1,1,"Marine",1,"OR270205","Harris Beach State Park",3,"South Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,0,NA,NA,1,32.6,NA,0
6741,24269,"Jackson (PWSID 4191593) County Park, Howard Prairie Reservoir",0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0
6742,35138,"Hood River Above Powerdale Power Station",45.704,-121.5078,1.5,1215067457204,"Hood River",NA,NA,NA,NA,1,0,0,NA,0,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,95,"Hood",NA,0,0,0,NA,1,NA,71,0
6743,11142,"Long Tom River downstream of Fern Ridge Dam",44.118472,-123.301639,24.3,1232400443847,"Long Tom River",NA,NA,NA,NA,1,0,0,NA,0,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,374,"Willamette",NA,1,0,24.3,1232400443847,1,NA,92,0
6744,33618,"Willamette River at Tualatin River confluence",45.3376,-122.6498,28.32,1227618456580,"Willamette River",NA,NA,NA,NA,1,0,1,"100K",1,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,52,"Willamette",NA,0,0,0,NA,1,NA,NA,0
6787,10767,"Klamath River at Hwy 97 Bridge SE",42.174944,-121.797722,238.29,1221913420005,"Klamath River",NA,NA,NA,NA,1,0,1,NA,0,"Klamath",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4088,"Klamath","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,29.7,1221913420005,1,NA,255,0
6788,34222,"Siuslaw River u/s of Barber Creek",44.0539,-123.72179,33.07,1241338440157,"Siuslaw River",NA,NA,NA,NA,1,0,1,"100K",0,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,177,"Mid Coast",NA,0,0,0,NA,1,NA,64,0
6789,26064,"Klamath River downstream of J.C. Boyle Dam",42.120328,-122.047917,224.45,1221913420005,"Klamath River",NA,NA,NA,NA,1,0,1,NA,0,"Klamath",0,0,0,0,0,0,0,0,NA,NA,NA,NA,3803,"Klamath",NA,1,0,15.8,1221913420005,1,NA,142,0
6790,20702,"Coos Bay",43.404167,-124.199167,0.5,1242083434031,"Willanch Slough",NA,NA,NA,NA,1,0,0,NA,0,"Southern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"South Coast","Estuary Source 4.",1,0,0.5,1242083434031,1,NA,NA,0
6791,34531,"Scappoose Creek at RM 3.9 (Multnomah Channel)",45.78468,-122.86737,3.9,1228400458172,"Scappoose Creek",NA,NA,NA,NA,1,0,0,NA,0,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,10,"Willamette",NA,0,0,0,NA,1,NA,120,0
6792,25448,"Prairie Creek and junction of Liberty Road and Turner Lane",45.30375,-117.1549,14.6,1172966454199,"Prairie Creek",NA,NA,NA,NA,1,0,0,NA,0,"Lower Snake",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4623,"Grande Ronde",NA,1,0,14.6,1172966454199,1,NA,81,0
6793,20725,"Tillamook Bay",45.514722,-123.901111,3.7,1239378455599,"Tillamook Bay",NA,NA,NA,NA,1,0,0,NA,0,"Northern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 15.",1,0,3.7,1239378455599,1,NA,NA,0
6794,32516,"East Odell lake, surface",43.551066,-121.963633,11.07,1220475435847,"Odell Creek",0,1219963435741,"Odell Lake","StreamNet",1,0,1,"100K",1,"Deschutes",0,1,0,1,0,1,0,0,NA,NA,NA,NA,4787,"Deschutes",NA,0,0,0,NA,1,NA,NA,0
6795,34147,"Woodford Creek at Swamp Creek Road (Cow, South Umpqua)",42.7635,-123.3326,0.55,1233411427675,"Woodford Creek",NA,NA,NA,NA,1,0,1,"100K",0,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1522,"Umpqua",NA,0,0,0,NA,1,NA,NA,0
6796,11594,"Klamath River at powerline crossing (downstream of strait)",42.089917,-121.885444,248.34,1221913420005,"Klamath River",NA,NA,NA,NA,1,0,1,NA,0,"Klamath",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4088,"Klamath","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,0,39.7,1221913420005,1,NA,538,0
6797,32493,"Crooked River upstream of Dry Canyon",44.33728,-121.04799,33.47,1212676445778,"Crooked River",NA,NA,NA,NA,1,0,1,"100K",1,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2779,"Deschutes","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,0,0,NA,1,NA,387,0
6798,24335,"Outfall pipe at Seaside Public Boat Ramp (Necanicum R at RM 2.06, left bank)",45.99377,-123.9246,2.06,1239277460111,"Necanicum River",NA,NA,NA,NA,1,0,1,"100K",0,"Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 6.",0,0,NA,NA,1,30.8,NA,0
6799,25657,"Coquille River at River Mile 3",43.144998,-124.402507,3,1244273431235,"Coquille River",NA,NA,NA,NA,1,0,0,NA,0,"Southern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,3,"South Coast","Estuary Source 5.",1,0,3,1244273431235,1,31.1,NA,0
6800,32132,"Neskowin Beach 100 meters north of creek and hill at creek mouth",45.10529,-123.98633,94.53,1240637462558,"Pacific Ocean",NA,NA,NA,NA,1,0,1,"100K",1,"Northern Oregon Coastal",0,0,1,0,0,0,1,1,"Marine",1,"OR378443","Neskowin Beach",0,"North Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,0,0,NA,1,35.1,NA,0
6801,30921,"Big Creek at Sunset Bay State Park",43.33,-124.37,0.3,1243751433324,"Big Creek",NA,NA,NA,NA,1,0,0,NA,0,"Southern Oregon Coastal",0,0,0,0,0,0,0,1,"Freshwater",2,"OR110179","Sunset Bay State Park Beach",92,"South Coast",NA,1,0,0.3,1243751433324,1,NA,138.4,0
6802,34763,"Beaver Cr @ railcar bridge S of Hwy 20 (Depot Cr, Yaquina)",44.6287,-123.9625,1.01,1239498446308,"Beaver Creek",NA,NA,NA,NA,1,0,1,"100K",0,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,10,"Mid Coast",NA,0,0,0,NA,1,NA,117,0
6803,31537,"Odell Lake at west end",43.58065,-122.023,14.74,1220475435847,"Odell Creek",0,1219963435741,"Odell Lake","StreamNet",1,0,1,"100K",1,"Deschutes",0,1,0,1,0,1,0,0,NA,NA,NA,NA,4787,"Deschutes",NA,0,0,NA,NA,1,NA,43,0
6804,28365,"East Fork Williams Creek at Browns Road (Applegate, Rogue)",42.2106,-123.2739,0.01,1232742422112,"East Fork Williams Creek",NA,NA,NA,NA,1,0,1,"100K",0,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1414,"Rogue",NA,0,0,NA,NA,1,NA,165,0
5430,24031,"OR2000-0049, Columbia River 49",46.24906,-123.44038,32.4,1240483462464,"Columbia River",NA,NA,NA,NA,1,0,0,NA,0,"Lower Columbia",0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 3.",1,0,32.4,1240483462464,1,0.07,144,0
5431,21858,"Lookout Creek at Gypsy Camp",44.2225,-122.240278,1.7,1222619442061,"Lookout Creek",NA,NA,NA,NA,1,0,0,NA,0,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,1539,"Willamette",NA,1,0,1.7,1222619442061,1,NA,35,0
5432,22545,"DEQ524, Quinn, 17006 Cooper Road",43.863525,-121.47506,NA,NA,"Spring River",NA,NA,NA,NA,0,1,0,NA,0,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Deschutes","Groundwater.",0,0,NA,NA,0,NA,108,0
5433,13299,"Tillamook Bay at North Dolphin",45.521111,-123.901111,3.5,1239378455599,"Tillamook Bay",NA,NA,NA,NA,1,0,0,NA,0,"Northern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 15.",1,0,3.5,1239378455599,1,39,55440,0
