"STREAM_LLID","LAKE_LLID","STATION","DEC_LAT","DEC_LONG","DESCRIPTION","RIVER_MILE","MATRIX","USE_Final"
"1191562444150","0","WORP99-0698","44.30671","-119.1757","RILEY CREEK","8.32796022727","FW",1
"1192994446180","0","WORP99-0780","44.61771","-119.29982","FOX CREEK","0","FW",1
"1201398449600","0","WORP99-0792","44.95417","-120.11022","STRAW FORK CREEK","1.47536742424","FW",1
"1212896451880","0","WORP99-0803","45.20416","-121.41462","GATE CREEK","7.55240719697","FW",1
"1236444452500","0","WORP99-0813","45.2009","-123.6502","NIAGARA CREEK NEAR NESTUCCA RIVER","3.8526344697","FW",1
"1221119439590","0","WORP99-0821","43.95167","-122.11595","SOUTH FORK MCKENZIE RIVER TRIBUTARY","0.603464015152","FW",1
"1215191451740","0","WORP99-0851","45.19279","-121.55272","CEDAR CREEK","2.37986742424","FW",1
"1184569447800","0","WORP99-0854","44.77924","-118.45325","BEAVER / OLIVE CREEK","0.145310606061","FW",1
"1185683449630","0","WORP99-0871","44.95504","-118.54964","MARTIN CREEK","1.17172348485","FW",1
"1186111449750","0","WORP99-0877","44.9617","-118.60826","MEADOW CREEK TRIBUTARY","1.08775757576","FW",1
"1234876453010","0","WORP99-0879","45.30098","-123.47628","NESTUCCA RIVER TRIBUTARY","0.542861742424","FW",1
"1230764436020","0","WORP99-0893","43.59507","-123.08421","WILLAMETTE RIVER COAST FORK TRIB","0.693789772727","FW",1
"1230144425930","0","WORP99-0957","42.69083","-122.96372","EVANS CREEK","12.0756325758","FW",1
"1196472448030","0","WORP99-0977","44.8449","-119.59178","BOLOGNA CREEK","4.29018371212","FW",1
"1195411441600","0","WORP99-0987","44.16044","-119.54082","WILDCAT CREEK","0.0294090909091","FW",1
"1195344441730","0","WORP99-0997","44.25698","-118.7312","CANYON CREEK EAST FORK","1.03946022727","FW",1
"1222582444300","0","WORP99-1016","44.43974","-122.27953","SUTTLE CAMP CREEK","1.48623674242","FW",1
"1219591424410","0","11493500","42.7401353","-121.8344618","WILLIAMSON RIVER NEAR KLAMATH AGENCY, OR","29.0169507576","FW",1
"1218738425720","0","11501000","42.5845809","-121.8497366","SPRAGUE RIVER NEAR CHILOQUIN, OR","5.52813825758","FW",1
"1219445425980","0","11504100","42.64569","-121.9955755","WOOD R NR FORT KLAMATH OREG","4.8786969697","FW",1
"1221913420010","1218742423880","11507100","42.2387553","-121.8052827","UPPER KLAMATH LAKE OUTLET AT KLAMATH FALLS OR","254.918325758","FW",1
"1221913420010","1218317421620","11507501","42.2193114","-121.7902816","LINK RIVER BELOW KENO CANAL, NEAR KLAMATH FALLS,OR","253.290200758","FW",1
"1221913420010","1218317421620","11509370","42.1279223","-121.9288964","KLAMATH RIVER ABOVE KENO DAM, AT KENO, OR","234.660623106","FW",1
"1221913420010","0","11509500","42.1331995","-121.9622313","KLAMATH RIVER AT KENO, OR","231.749174242","FW",1
"1226439420010","0","11516580","42.0768006","-122.7044757","COTTONWOOD CREEK NEAR ASHLAND, OR","7.15489015152","FW",1
"1190296461890","0","13173600","43.7309932","-117.0718258","SNAKE RIVER NR ADRIAN OR","396.737642045","FW",1
"1170244438120","0","13177900","42.5443235","-117.170696","OWYHEE RIVER ABV NORTH FORK AT THREE FORKS OR","165.485534091","FW",1
"1171698425440","0","13177920","42.5440457","-117.169307","NORTH FORK OWYHEE RIVER AT THREE FORKS OR","0.0280018939394","FW",1
"1176415428620","0","13180600","42.8640451","-117.6396007","JORDAN CREEK NR ROME OR","0.154143939394","FW",1
"1170244438120","0","13184000","43.7776605","-117.0676601","OWYHEE RIVER AT OWYHEE, OREG.","3.60083333333","FW",1
"1177211456210","0","13331500","45.6198669","-117.7265892","MINAM RIVER AT MINAM, OR","0.315672348485","FW",1
"1209151456390","0","14076500","44.4987293","-121.3211558","DESCHUTES RIVER NEAR CULVER, OR","119.505757576","FW",1
"1212676445780","0","14087393","44.4726185","-121.297543","CROOKED RIVER AT CARCASS TRAIL NEAR CULVER, OR","8.32460795455","FW",1
"1240483462460","0","14128910","45.6123396","-122.0275838","COLUMBIA RIVER AT WARRENDALE, OR","137.099585227","FW",1
"1230144440230","0","14144800","43.6017887","-122.4575474","MIDDLE FORK WILLAMETTE RIVER NR OAKRIDGE, OR","52.6187045455","FW",1
"1230233440230","0","14152500","43.6415102","-123.0859089","COAST FORK WILLAMETTE AT LONDON, OR","34.7978295455","FW",1
"1230233440230","0","14153500","43.7206779","-123.0497994","COAST FORK WILLAMETTE R BLW COTTAGE GROVE DAM, OR","28.1278579545","FW",1
"1230436438210","0","14154500","43.7359565","-122.8734019","ROW RIVER ABOVE PITCHER CREEK, NEAR DORENA, OR","13.0191799242","FW",1
"1230673441170","0","14159110","44.1663755","-122.2565336","MCKENZIE RIVER ABOVE SOUTH FORK, NEAR RAINBOW, OR","57.2059412879","FW",1
"1222958441590","0","14159200","44.047067","-122.2178245","SO FK MCKENZIE RIVER ABV COUGAR LAKE NR RAINBOW OR","10.6397556818","FW",1
"1222958441590","0","14159500","44.1359582","-122.248391","SOUTH FORK MCKENZIE RIVER NEAR RAINBOW, OR","3.80289772727","FW",1
"1222619442060","0","14161500","44.2095708","-122.256733","LOOKOUT CREEK NEAR BLUE RIVER, OR","0.348320075758","FW",1
"1223436441530","0","14162200","44.1623482","-122.3331192","BLUE RIVER AT BLUE RIVER, OR","0.898189393939","FW",1
"1230673441170","0","14162400","44.1281814","-122.3803393","MCKENZIE RIVER AT FINN ROCK, OR","48.9486647727","FW",1
"1230673441170","0","14162500","44.1248487","-122.47062","MCKENZIE RIVER NEAR VIDA, OR","42.6105037879","FW",1
"1225760441450","0","14163000","44.1456825","-122.5720152","GATE CREEK AT VIDA,OREG.","0.233473484848","FW",1
"1228827440630","0","14164550","44.0706667","-122.8846667","CAMP CRK AT CAMP CRK RD BRIDGE, NR SPRINGFIELD, OR","0.646746212121","FW",1
"1229475440680","0","14164700","44.059348","-122.9196644","CEDAR CREEK AT SPRINGFIELD, OR","1.70377462121","FW",1
"1230673441170","0","14164900","44.0712365","-122.9645273","McKENZIE RIVER ABV HAYDEN BR, AT SPRINGFIELD,OR","10.8692651515","FW",1
"1230064446870","0","14178000","44.7067885","-122.1011859","NO SANTIAM R BLW BOULDER CRK, NR DETROIT, OR","57.7875984848","FW",1
"1221580447270","0","14179000","44.7526218","-122.1289648","BREITENBUSH R ABV FRENCH CR NR DETROIT, OR.","2.67283522727","FW",1
"1221547447400","0","14179100","44.7603997","-122.1684099","FRENCH CREEK NEAR DETROIT, OR","1.67416477273","FW",1
"1222080446950","0","14180300","44.6529","-122.130908","BLOWOUT CREEK NEAR DETROIT, OR","5.36922916667","FW",1
"1230064446870","0","14181500","44.7526219","-122.298412","NORTH SANTIAM RIVER AT NIAGARA, OR","44.4069962121","FW",1
"1224899451660","0","14199710","45.1665118","-122.4900861","NATE CREEK NEAR COLTON,OREG.","0.0612803030303","FW",1
"1227171452980","0","14200000","45.2442877","-122.687314","MOLALLA RIVER NEAR CANBY, OR","6.04874810606","FW",1
"1226280449570","0","14200400","44.9556776","-122.6284199","LITTLE ABIQUA CREEK NEAR SCOTTS MILLS, OR","0.0897803030303","FW",1
"1228266451050","0","14201300","45.1003982","-122.8217596","ZOLLNER CREEK NEAR MT ANGEL, OR","0.390392045455","FW",1
"1226500453380","0","14202300","45.4673339","-123.2917776","TUALATIN RIVER AT CHERRY GROVE, OR.","72.9823200758","FW",1
"1226500453380","0","14202510","45.4387255","-123.1409405","TUALATIN RIVER AT GASTON, OR","62.8932613636","FW",1
"1231250454590","0","14202650","45.4406417","-123.125","WAPATO CREEK AT SW GASTON ROAD, AT GASTON, OR","0.120308712121","FW",1
"1231261454600","0","14202980","45.4692797","-123.200109","SCOGGINS CK BLW HENRY HAGG LAKE, NR GASTON, OR","4.63364583333","FW",1
"1231261454600","0","14203000","45.458725","-123.1556634","SCOGGIN CREEK NEAR GASTON, OREG.","1.63053409091","FW",1
"1226500453380","0","14203500","45.4748365","-123.124274","TUALATIN RIVER NEAR DILLEY, OR","59.588469697","FW",1
"1231025454920","0","14204520","45.5192805","-123.1303859","GALES CREEK AT FOREST GROVE,OREG. (DUPLICATE1)","3.81362962689","FW",1
"1231025454920","0","14204530","45.5106697","-123.1156632","GALES CREEK AT ROUTE 47 AT FOREST GROVE, OR","2.35117045455","FW",1
"1226500453380","0","14204650","45.4928925","-123.092329","DIVERSION FROM TUAL R AT SPRINGHILL PUMPING PLANT","56.3140189394","FW",1
"1226500453380","0","14204660","45.5","-123.0891722","TUALATIN R AT SW FERN HILL RD, NR FOREST GROVE, OR","55.4438106061","FW",1
"1226500453380","0","14204800","45.5020597","-123.0562173","TUALATIN RIVER AT GOLF COURSE RD NR CORNELIUS, OR","51.4971174242","FW",1
"1230728455700","0","14205400","45.6823357","-123.069553","EAST FORK DAIRY CREEK NEAR MEACHAM CORNER, OR","12.5868636364","FW",1
"1230728455700","0","14205780","45.5784477","-123.070663","EAST FORK DAIRY CREEK NEAR ROY,OREG.","1.17148106061","FW",1
"1229958455020","0","14205850","45.5387263","-123.0417729","DAIRY CREEK AT SUSBAUER ROAD","5.75197348485","FW",1
"1230119455220","0","14206070","45.5726155","-122.991772","MCKAY CK ABV WAIBLE CK @ SCOTCH CHURCH RD NR N.PLN","5.99106060606","FW",1
"1230119455220","0","14206180","45.5428935","-123.004272","MCKAY CREEK NEAR HILLSBORO,OREG.","2.15810606061","FW",1
"1229958455020","0","14206200","45.5198381","-123.0106608","DAIRY CREEK AT RTE 8 NEAR HILLSBORO, OR","1.9833030303","FW",1
"1226500453380","0","14206241","45.5001164","-122.9912157","TUALATIN RIVER AT HWY 219 NEAR HILLSBORO, OR","44.3846893939","FW",1
"1229444454910","0","14206347","45.5237277","-122.9092692","ROCK CREEK AT QUATAMA ROAD NEAR HILLSBORO, OR","4.64565909091","FW",1
"1228355454930","0","14206372","45.4748397","-122.8323219","JOHNSON CREEK AT DAVIS ROAD NEAR BEAVERTON, OR","1.42332007576","FW",1
"1228861455200","0","14206419","45.5551169","-122.8081555","BRONSON CREEK AT SALTZMAN ROAD NR ORENCO, OR","5.02818939394","FW",1
"1228861455200","0","14206421","45.544839","-122.8395452","BRONSON CREEK AT WEST UNION ROAD NR ORENCO, OR","3.24661363636","FW",1
"1228861455200","0","14206425","45.532339","-122.8676014","BRONSON CREEK AT 185TH AVE NR ALOHA, OR","1.44972537879","FW",1
"1228861455200","0","14206426","45.5301167","-122.8728793","BRONSON CREEK AT WALKER ROAD","1.12617234848","FW",1
"1229133455200","0","14206435","45.5206722","-122.8995466","BEAVERTON CREEK AT SW 216TH AVE, NR ORENCO, OR","1.13915151515","FW",1
"1226500453380","0","14206440","45.4901167","-122.9514922","OLD SITE SEE NEW SITE 14206295","38.5508920455","FW",1
"1229329455160","0","14206441","45.5381718","-122.9359367","DAWSON CREEK AT AIRPORT ROAD, NEAR HILLSBORO, OR","1.69052462121","FW",1
"1229329455160","0","14206443","45.5240053","-122.9348254","DAWSON CREEK AT BROOKWOOD ROAD, NEAR HILLSBORO, OR","0.622545454545","FW",1
"1229444454910","0","14206450","45.5023388","-122.9478811","ROCK CREEK NEAR HILLSBORO,OREG.","1.21359469697","FW",1
"1226500453380","0","14206500","45.4498392","-122.9512138","TUALATIN RIVER AT FARMINGTON,OREG.","33.1305113636","FW",1
"1229278454060","0","14206670","45.4012285","-122.9384349","MCFEE CREEK NEAR SCHOLLS, OR","0.877458333333","FW",1
"1226500453380","0","14206690","45.4178952","-122.9209346","TUALATIN RIVER AT HWY 210 BRIDGE, NR SCHOLLS, OR","26.6597859848","FW",1
"1226500453380","0","14206740","45.3881737","-122.8517655","TUALATIN RIVER AT ELSNER RD NEAR SHERWOOD, OR","16.1615833333","FW",1
"1228597453740","0","14206748","45.367896","-122.8573209","CEDAR CREEK AT EDY ROAD, NEAR SHERWOOD, OR","0.453607954545","FW",1
"1228372453890","0","14206750","45.3748404","-122.8564876","CHICKEN CREEK NEAR SHERWOOD, OR","2.00327272727","FW",1
"1227639453930","0","14206900","45.4878958","-122.7348194","FANNO CREEK AT 56TH AVE, AT PORTLAND, OR","12.098469697","FW",1
"1227639453930","0","14206925","45.4709512","-122.7748202","FANNO CREEK AT SCHOLLS FERRY ROAD NEAR ALLEN BLVD","9.09571590909","FW",1
"1227639453930","0","14206928","45.4573401","-122.7964872","FANNO CREEK NEAR SW PARKVIEW LOOP NEAR METZGER, OR","7.04419128788","FW",1
"1227827454390","0","14206933","45.4498404","-122.7637084","ASH CREEK AT METZGER PARK AT METZGER, OR","1.39757765152","FW",1
"1227827454390","0","14206935","45.4406737","-122.7792643","ASH CREEK AT GREENBERG ROAD","0.210910984848","FW",1
"1227852454330","0","14206938","45.4348403","-122.7998203","SUMMER CREEK AT SW 121 AVE NEAR TIGARD, OR","0.908696969697","FW",1
"1227639453930","0","14206950","45.403452","-122.7548185","FANNO CREEK AT DURHAM, OR","1.13640909091","FW",1
"1226500453380","0","14206960","45.3859522","-122.7573183","TUALATIN RIVER AT BOONES FERRY RD AT TUALATIN, OR","8.4780530303","FW",1
"1226500453380","0","14207050","45.3795639","-122.6978721","TUALATIN RIVER AT STAFFORD RD NR LAKE OSWEGO, OR","5.36396590909","FW",1
"1226500453380","0","14207200","45.3565088","-122.6850937","TUALATIN RIVER AT OSWEGO DAM, NEAR WEST LINN, OR","3.47442045455","FW",1
"1226500453380","0","14207600","45.3395648","-122.654537","TUALATIN RIVER AT WEISS BRIDGE AT WEST LINN, OR","0.257149621212","FW",1
"1226050453720","0","14210000","45.2998435","-122.3539746","CLACKAMAS RIVER AT ESTACADA, OR","22.6871420455","FW",1
"1224764453920","0","14210530","45.3976212","-122.4717558","RICHARDSON CREEK AT HWY 224, NEAR CARVER, OR","0.51865530303","FW",1
"1224947453930","0","14210750","45.3901214","-122.4942559","CLEAR CREEK AT CARVER,OREG.","0.323604166667","FW",1
"1225222454130","0","14210900","45.4102528","-122.5222389","SIEBEN CREEK AT HWY 224, OR","1.82121212121","FW",1
"1225530454000","0","14211004","45.4003986","-122.5481463","CARLI CREEK UPSTREAM FROM MOUTH, NR CLACKAMAS, OR","0.248077651515","FW",1
"1226050453720","0","14211006","45.3970652","-122.558702","CLACKAMAS RIVER AT CLACKAMAS, OR","3.42259848485","FW",1
"1225733453900","0","14211008","45.3901207","-122.5737024","COW CREEK AT MOUTH, NEAR GLADSTONE, OR","0.0617897727273","FW",1
"1226727454310","0","14211315","45.4306748","-122.6737057","TRYON CREEK NEAR LAKE OSWEGO, OR","0.0573674242424","FW",1
"1226465454420","0","14211500","45.4776202","-122.5078686","JOHNSON CREEK AT SYCAMORE, OR","10.0006988636","FW",1
"1226465454420","0","14211550","45.452897","-122.6431496","JOHNSON CREEK AT MILWAUKIE, OR","0.790515151515","FW",1
"1227618456580","0","14211720","45.5175","-122.6691667","WILLAMETTE RIVER AT PORTLAND, OR","12.7938465909","FW",1
"1240483462460","0","14222890","45.9151143","-122.8162154","COLUMBIA RIVER NR COLUMBIA CITY,OREG.","79.4569583333","FW",1
"1240483462460","0","14246900","46.1812214","-123.1834539","COLUMBIA RIVER @ BEAVER ARMY TERMINAL NR QUINCY,OR","50.7578049242","FW",1
"1221642431900","0","14312490","43.1854037","-122.166699","LAKE CREEK CANAL NEAR DIAMOND LAKE, OR","11.4663863636","FW",1
"1221642431900","0","14312600","43.2576254","-122.1705889","LAKE CREEK AT HIGHWAY 138 NEAR DIAMOND LAKE, OR","5.06132575758","FW",1
"1234460432680","0","14313500","43.3220687","-122.1955907","N UMPQUA RIVER BLW LEMOLO LK, NR TOKETEE FALLS, OR","91.7574185606","FW",1
"1234460432680","0","14314010","43.2715111","-122.4064305","N UMPQUA R AT TOKETEE LAKE INFLOW NR TKTE FALLS,OR","75.4768314394","FW",1
"1234460432680","0","14316460","43.3059544","-122.5128232","NORTH UMPQUA R AT SODA SPGS, NR TOKETEE FALLS, OR","67.9092348485","FW",1
"1225284433030","0","14316495","43.3034543","-122.5303237","BOULDER CREEK NEAR TOKETEE FALLS, OR","0.0735587121212","FW",1
"1234460432680","0","14316500","43.2959543","-122.5367127","N UMPQUA RIVER ABV COPELAND CK NR TOKETEE FALLS,OR","66.3756306818","FW",1
"1227368433450","0","14316700","43.349842","-122.7289415","STEAMBOAT CREEK NEAR GLIDE, OR","0.592386363636","FW",1
"1234460432680","0","14316800","43.3215082","-122.8094992","NORTH UMPQUA R BL STEAMBOAT CR NR GLIDE,OREG.","47.4654526515","FW",1
"1234460432680","0","14317450","43.324563","-122.9997836","NORTH UMPQUA RIVER NEAR IDLEYLD PARK, OR","35.6694166667","FW",1
"1234460432680","0","14317500","43.3306742","-123.0031172","N UMPQUA RIVER AB ROCK CR NR GLIDE OREG","35.2234109848","FW",1
"1226659421940","0","14350870","42.0815229","-122.6947532","NEIL CREEK AT MT ASHLAND, NEAR ASHLAND, OR","11.380969697","FW",1
"1227116421070","0","14353420","42.0959666","-122.7191986","MIDDLE FORK OF E.F. ASHLAND CREEK, NR ASHLAND, OR","0.876323863636","FW",1
"1227147421530","0","14353429","42.0831893","-122.7069759","EAST FORK OF EF ASHLAND CREEK, AT MT. ASHLAND, OR","5.77847348485","FW",1
"1227147421530","0","14353430","42.084856","-122.7058647","EAST FORK OF E.F. ASHLAND CREEK, NEAR ASHLAND, OR","5.77847348485","FW",1
"1227147421530","0","14353450","42.109022","-122.7111428","E.F. ASHLAND CK, ABV BULL GAP CK, NR ASHLAND, OR","4.01509090909","FW",1
"1218729420840","0","420451121510000","42.0808333","-121.85","KLAMATH STRAITS DRAIN NEAR HIGHWAY 97, OR","1.47242992424","FW",1
"1221913420010","0","420615121533600","42.1041667","-121.8933333","KLAMATH RIVER AT SITE 12A, NR ROCK QUARRY, OR","238.080469697","FW",1
"1221913420010","0","420853121505500","42.1480556","-121.848611","KLAMATH RIVER AT MILLER ISLAND BOAT RAMP, OR","245.914535985","FW",1
"1217855421710","0","420941121453200","42.1614722","-121.75875","OSU AG RESEARCH STATION","1.6804469697","FW",1
"1221913420010","1218317421620","421205121462300","42.2012009","-121.7740861","LAKE EUWANA TRESTLE (LET)","251.730784091","FW",1
"1221913420010","1218317421620","421209121463000","42.2025","-121.775","KLAMATH RIVER AT RAILROAD BRIDGE, OR","251.827140152","FW",1
"1221913420010","0","421311121472100","42.2030062","-121.7903285","LINK RIVER  (LRV)","251.99488447","FW",1
"1221913420010","1218742423880","421420121481700","42.2387553","-121.805866","FREMONT BRIDGE  (FBR)","254.935431818","FW",1
"1218632423270","0","421740121551200","42.2943081","-121.9211217","FLOODED CALEDONIA MARSH (FCM-3)","5.1893125","FW",1
"1218632423270","0","421807121543800","42.301808","-121.911677","FLOODED CALDONIA MARSH (FCM-1)","4.34691856061","FW",1
"1218632423270","0","421819121532800","42.3051415","-121.8922319","FLOODED CALEDONIA MARSH (FCM-2)","1.77527462121","FW",1
"1221913420010","0","421838121513900","42.3104195","-121.8619531","NORTH BUCK ISLAND  - NBI","261.150958333","FW",1
"1218635423300","0","421933121550000","42.3256963","-121.9177889","HOWARD BAY  - HDB","2.79346212121","FW",1
"1221913420010","0","422042121513100","42.3447521","-121.8598427","RATTLESNAKE POINT  -  RPT","263.50025","FW",1
"1195624423680","0","422207119340400","42.3684966","-119.56883","HART36","0.428958333333","FW",1
"1211099424390","0","422222120575602","42.3729185","-120.9666386","37.00S/15.00E-08DBC02","10.1557746212","FW",1
"1221913420010","1218742423880","422305121553800","42.3846115","-121.9284016","MID-TRENCH - LOWER   -  MDTL","267.864039773","FW",1
"1221913420010","1218742423880","422305121553803","42.3846892","-121.9286044","MID-TRENCH - UPPER   - MDTU","267.864039773","FW",1
"1221913420010","1218742423880","422312121515900","42.3865287","-121.8675384","MID-LAKE   -  MDL","266.219657197","FW",1
"1221913420010","1218742423880","422437121515200","42.4102226","-121.8656777","MODOC RIM/MRM","267.54","FW",1
"1221913420010","1218742423880","422500121581800","42.4165825","-121.9728482","UKL08-03","272.812482955","FW",1
"1221913420010","1218742423880","422501121581400","42.4167658","-121.9717287","UKL08","272.812482955","FW",1
"1219875424520","1218742423880","422502122011400","42.4170819","-122.0217108","UKL11-03","2.87907765152","FW",1
"1221913420010","1218742423880","422559121574400","42.4329711","-121.963376","EAGLE POINT - LOWER  - EPT","272.666176136","FW",1
"1221913420010","1218742423880","422559121574403","42.4329711","-121.963376","EAGLE POINT - UPPER   - EPT","272.666176136","FW",1
"1219875424520","1218742423880","422606121592600","42.4348902","-121.9915603","UKL07","1.1066155303","FW",1
"1196355424120","0","422621119401600","42.4390497","-119.6721689","HART64","3.00459659091","FW",1
"1219934424550","1218742423880","422622122004000","42.4391649","-122.0122388","MID-NORTH - LOWER  - MDNL","1.44397537879","FW",1
"1219875424520","1218742423880","422628121594500","42.4411111","-121.9958333","MID NORTH KLAMATH LAKE, OR","0.880941287879","FW",1
"1195462423870","0","422708119395400","42.452105","-119.6660579","HART65","9.03272916667","FW",1
"1220024424580","1218742423880","422711122003700","42.4530229","-122.0115334","UKL06","0.570412878788","FW",1
"1220044424590","1218742423880","422714122034100","42.4538306","-122.0624349","UKL09-03","3.2689905303","FW",1
"1219591424410","0","422719121571400","42.4552484","-121.9549039","WILLIAMSON RIVER OUTLET - WMR","0.999935606061","FW",1
"1221913420010","1218742423880","422727121592400","42.4574425","-121.9911273","UKL02-03","274.559202652","FW",1
"1220091424660","1218742423880","422817122014800","42.4713306","-122.0310593","UKL05","0.956477272727","FW",1
"1220091424660","1218742423880","422840122030200","42.4775524","-122.051685","UKL05-03","5.22766477273","FW",1
"1219591424410","0","423050121545700","42.5137476","-121.9169594","WILLIAMSON RIVER ABOVE AGENCY LAKE","6.5684280303","FW",1
"1238846424570","0","423158123465900","42.5326113","-123.7842435","ROADS END CREEK  (Rdend)","8.9196344697","FW",1
"1237707425340","0","423324123445000","42.5565007","-123.7484092","SOURGRASS CREEK AT BLM 34-9-35.1 (Sourgrass)","2.43089204545","FW",1
"1221913420010","0","423454121562500","42.5815245","-121.941406","WOOD RIVER NEAR MOUTH, BELOW CROOKED CREEK","285.629905303","FW",1
"1219525425740","1219568425430","423455121581201","42.581802","-121.971129","SEVEN-MILE BRIDGE AT AGENCY LAKE, OR","1.09500757576","FW",1
"1221913420010","1219568425430","423500121565600","42.583205","-121.9500257","AGENCY LAKE ALONG SHORE NEAR WOOD RIVER WETLAND,OR","285.739638258","FW",1
"1211099424390","0","423539120524502","42.5946005","-120.8803541","34.005/16.00E-30BCB02","22.9770757576","FW",1
"0","1194283428950","425336119253500","42.8932123","-119.4274429","GU2  (Balls Lake 2  GUANO Ponds)","0","FW",1
"0","1194317429000","425406119255200","42.9015455","-119.4321654","GU1   (Balls Lake 1  GUANO Ponds)","0","FW",1
"1196267433390","0","430214119341500","43.037099","-119.5718943","Si8  (Antelope Canyon Reservoir - SILVER Ponds)","28.9864242424","FW",1
"1196267433390","0","430319119335300","43.0551544","-119.5657831","Si7   (Antelope Reservoir (SILVER Ponds))","27.6303787879","FW",1
"1196267433390","0","430356119341800","43.065432","-119.5727279","Si15  (Wilson Creek Cell2 west&south SILVER Ponds)","26.8053958333","FW",1
"1196267433390","0","430516119345200","43.0876539","-119.5821729","Si4  (Road Lake SILVER Ponds)","25.1825738636","FW",1
"1173950432210","0","431234117245800","43.2093227","-117.417105","RED 3","1.68591477273","FW",1
"1173981432160","0","431249117235500","43.2134892","-117.3996044","RED 4","0.172708333333","FW",1
"1174420432500","0","431300117260500","43.216545","-117.4357173","RED 2","4.01346401515","FW",1
"1173916432430","0","431343117225000","43.2284892","-117.3815487","RED 5","1.5079280303","FW",1
"1174420432500","0","431344117252500","43.2287673","-117.4246062","RED 1","2.95340151515","FW",1
"1234460432680","0","431552122252100","43.2642887","-122.4236532","N UMPQUA R BL TOKETEE LAKE NR TOKETTE FALLS, OR","74.1271950758","FW",1
"1234460432680","0","431617122242200","43.2712333","-122.4072639","NORTH UMPQUA RIVER ABOVE TOKETEE LAKE, OR","75.4326893939","FW",1
"1226201432920","0","431728122370800","43.2909537","-122.6200484","CALF CR NR MOUTH AB N UMPQUA R NR STEAMBOAT, OR","0.058928030303","FW",1
"1225461432920","0","431730122323800","43.2915098","-122.5450462","COPELAND CR NR MTH AB N UMPQUA R NR TOKETEE F, OR","0.063759469697","FW",1
"1221642431900","0","431750122104500","43.2970692","-122.180312","LAKE CREEK AB LEMOLO LAKE NR DIAMOND LAKE, OR","1.02518181818","FW",1
"1231024432980","0","431750123060000","43.2970624","-123.1011752","LITTLE R NR MOUTH AB NORTH UMPQUA R NR GLIDE, OR","0.102376893939","FW",1
"1226771433050","0","431815122404400","43.3040089","-122.6800503","PANTHER CR NR MOUTH AB N UMPQUA R NR STEAMBOAT, OR","0.21975","FW",1
"1234460432680","0","431820122403700","43.3053978","-122.6781059","NORTH UMPQUA RIVER AB APPLE CREEK NR STEAMBOAT, OR","56.8183541667","FW",1
"1234460432680","0","431827123072200","43.3073402","-123.123954","NORTH UMPQUA RIVER BELOW LITTLE RIVER NR GLIDE, OR","27.2301723485","FW",1
"1170979433420","0","431834117062800","43.3093223","-117.1087589","MS38 (Spring Ck Cell24-MIDDLE SNAKE-SUCCOR Stream)","2.44678219697","FW",1
"1234460432680","0","431839122091300","43.3106806","-122.1547557","N UMPQUA RIVER AB LEMOLO LAKE NR DIAMOND LAKE, OR","94.3226041667","FW",1
"1228091433200","0","431912122482700","43.3198416","-122.8086658","WRIGHT CR NR MOUTH AB N UMPQUA R NR STEAMBOAT, OR","0.0257424242424","FW",1
"1230037433320","0","432000123000700","43.3331742","-123.0031173","ROCK CR NR MOUTH AB N UMPQUA RIVER NR GLIDE, OR","0.0919564393939","FW",1
